,indicator,name,upperdistrict,value,year
0,healthdamage,Москворечье-Сабурово,ЮАО,4.0,2012
0,healthdamage,Москворечье-Сабурово,ЮАО,,2011
0,robbing,Москворечье-Сабурово,ЮАО,67.0,2015
0,robbing,Москворечье-Сабурово,ЮАО,42.0,2014
0,robbing,Москворечье-Сабурово,ЮАО,70.0,2013
0,robbing,Москворечье-Сабурово,ЮАО,70.0,2012
0,robbing,Москворечье-Сабурово,ЮАО,,2011
0,banditry,Москворечье-Сабурово,ЮАО,17.0,2015
0,banditry,Москворечье-Сабурово,ЮАО,20.0,2014
0,banditry,Москворечье-Сабурово,ЮАО,20.0,2013
0,banditry,Москворечье-Сабурово,ЮАО,21.0,2012
0,banditry,Москворечье-Сабурово,ЮАО,,2011
0,thefts,Москворечье-Сабурово,ЮАО,744.0,2015
0,thefts,Москворечье-Сабурово,ЮАО,705.0,2014
0,thefts,Москворечье-Сабурово,ЮАО,595.0,2013
0,thefts,Москворечье-Сабурово,ЮАО,703.0,2012
0,thefts,Москворечье-Сабурово,ЮАО,,2011
0,burglary,Москворечье-Сабурово,ЮАО,33.0,2015
0,burglary,Москворечье-Сабурово,ЮАО,36.0,2014
0,burglary,Москворечье-Сабурово,ЮАО,47.0,2013
0,burglary,Москворечье-Сабурово,ЮАО,51.0,2012
0,burglary,Москворечье-Сабурово,ЮАО,35.0,2011
0,carthefts,Москворечье-Сабурово,ЮАО,54.0,2015
0,carthefts,Москворечье-Сабурово,ЮАО,66.0,2014
0,carthefts,Москворечье-Сабурово,ЮАО,65.0,2013
0,carthefts,Москворечье-Сабурово,ЮАО,93.0,2012
0,carthefts,Москворечье-Сабурово,ЮАО,,2011
0,fraud,Москворечье-Сабурово,ЮАО,173.0,2015
0,fraud,Москворечье-Сабурово,ЮАО,126.0,2014
0,fraud,Москворечье-Сабурово,ЮАО,,2013
0,fraud,Москворечье-Сабурово,ЮАО,,2012
0,fraud,Москворечье-Сабурово,ЮАО,,2011
0,hijacking,Москворечье-Сабурово,ЮАО,,2015
0,hijacking,Москворечье-Сабурово,ЮАО,,2014
0,hijacking,Москворечье-Сабурово,ЮАО,,2013
0,hijacking,Москворечье-Сабурово,ЮАО,14.0,2012
0,hijacking,Москворечье-Сабурово,ЮАО,,2011
0,drugs,Москворечье-Сабурово,ЮАО,,2015
0,drugs,Москворечье-Сабурово,ЮАО,91.0,2014
0,drugs,Москворечье-Сабурово,ЮАО,54.0,2013
0,drugs,Москворечье-Сабурово,ЮАО,55.0,2012
0,drugs,Москворечье-Сабурово,ЮАО,,2011
0,publicplaces,Москворечье-Сабурово,ЮАО,,2015
0,publicplaces,Москворечье-Сабурово,ЮАО,776.0,2014
0,publicplaces,Москворечье-Сабурово,ЮАО,593.0,2013
0,publicplaces,Москворечье-Сабурово,ЮАО,803.0,2012
0,publicplaces,Москворечье-Сабурово,ЮАО,,2011
0,street,Москворечье-Сабурово,ЮАО,,2015
0,street,Москворечье-Сабурово,ЮАО,566.0,2014
0,street,Москворечье-Сабурово,ЮАО,509.0,2013
0,street,Москворечье-Сабурово,ЮАО,595.0,2012
0,street,Москворечье-Сабурово,ЮАО,,2011
0,population,Нагатино-Садовники,ЮАО,81400.0,2015
0,population,Нагатино-Садовники,ЮАО,79416.0,2014
0,population,Нагатино-Садовники,ЮАО,78432.0,2013
0,population,Нагатино-Садовники,ЮАО,77263.0,2012
0,population,Нагатино-Садовники,ЮАО,76907.0,2011
0,crimebook,Нагатино-Садовники,ЮАО,21689.0,2015
0,crimebook,Нагатино-Садовники,ЮАО,21024.0,2014
0,crimebook,Нагатино-Садовники,ЮАО,17482.0,2013
0,crimebook,Нагатино-Садовники,ЮАО,15380.0,2012
0,crimebook,Нагатино-Садовники,ЮАО,14450.0,2011
0,crimes,Нагатино-Садовники,ЮАО,2194.0,2015
0,crimes,Нагатино-Садовники,ЮАО,2263.0,2014
0,crimes,Нагатино-Садовники,ЮАО,2246.0,2013
0,crimes,Нагатино-Садовники,ЮАО,2296.0,2012
0,crimes,Нагатино-Садовники,ЮАО,2153.0,2011
0,economiccrimes,Нагатино-Садовники,ЮАО,,2015
0,economiccrimes,Нагатино-Садовники,ЮАО,,2014
0,economiccrimes,Нагатино-Садовники,ЮАО,,2013
0,economiccrimes,Нагатино-Садовники,ЮАО,,2012
0,economiccrimes,Нагатино-Садовники,ЮАО,,2011
0,gravecrimes,Нагатино-Садовники,ЮАО,,2015
0,gravecrimes,Нагатино-Садовники,ЮАО,667.0,2014
0,gravecrimes,Нагатино-Садовники,ЮАО,769.0,2013
0,gravecrimes,Нагатино-Садовники,ЮАО,803.0,2012
0,gravecrimes,Нагатино-Садовники,ЮАО,832.0,2011
0,murders,Нагатино-Садовники,ЮАО,,2015
0,murders,Нагатино-Садовники,ЮАО,3.0,2014
0,murders,Нагатино-Садовники,ЮАО,1.0,2013
0,murders,Нагатино-Садовники,ЮАО,3.0,2012
0,murders,Нагатино-Садовники,ЮАО,2.0,2011
0,healthdamage,Нагатино-Садовники,ЮАО,5.0,2015
0,healthdamage,Нагатино-Садовники,ЮАО,15.0,2014
0,healthdamage,Нагатино-Садовники,ЮАО,6.0,2013
0,healthdamage,Нагатино-Садовники,ЮАО,7.0,2012
0,healthdamage,Нагатино-Садовники,ЮАО,12.0,2011
0,robbing,Нагатино-Садовники,ЮАО,76.0,2015
0,robbing,Нагатино-Садовники,ЮАО,94.0,2014
0,robbing,Нагатино-Садовники,ЮАО,116.0,2013
0,robbing,Нагатино-Садовники,ЮАО,140.0,2012
0,robbing,Нагатино-Садовники,ЮАО,139.0,2011
0,banditry,Нагатино-Садовники,ЮАО,20.0,2015
0,banditry,Нагатино-Садовники,ЮАО,22.0,2014
0,banditry,Нагатино-Садовники,ЮАО,32.0,2013
0,banditry,Нагатино-Садовники,ЮАО,38.0,2012
0,banditry,Нагатино-Садовники,ЮАО,22.0,2011
0,thefts,Нагатино-Садовники,ЮАО,1167.0,2015
0,thefts,Нагатино-Садовники,ЮАО,1249.0,2014
0,thefts,Нагатино-Садовники,ЮАО,1168.0,2013
0,thefts,Нагатино-Садовники,ЮАО,1159.0,2012
0,thefts,Нагатино-Садовники,ЮАО,921.0,2011
0,burglary,Нагатино-Садовники,ЮАО,,2015
0,burglary,Нагатино-Садовники,ЮАО,51.0,2014
0,burglary,Нагатино-Садовники,ЮАО,82.0,2013
0,burglary,Нагатино-Садовники,ЮАО,73.0,2012
0,burglary,Нагатино-Садовники,ЮАО,61.0,2011
0,carthefts,Нагатино-Садовники,ЮАО,,2015
0,carthefts,Нагатино-Садовники,ЮАО,73.0,2014
0,carthefts,Нагатино-Садовники,ЮАО,111.0,2013
0,carthefts,Нагатино-Садовники,ЮАО,94.0,2012
0,carthefts,Нагатино-Садовники,ЮАО,73.0,2011
0,fraud,Нагатино-Садовники,ЮАО,,2015
0,fraud,Нагатино-Садовники,ЮАО,,2014
0,fraud,Нагатино-Садовники,ЮАО,,2013
0,fraud,Нагатино-Садовники,ЮАО,,2012
0,fraud,Нагатино-Садовники,ЮАО,,2011
0,hijacking,Нагатино-Садовники,ЮАО,,2015
0,hijacking,Нагатино-Садовники,ЮАО,,2014
0,hijacking,Нагатино-Садовники,ЮАО,,2013
0,hijacking,Нагатино-Садовники,ЮАО,25.0,2012
0,hijacking,Нагатино-Садовники,ЮАО,,2011
0,drugs,Нагатино-Садовники,ЮАО,,2015
0,drugs,Нагатино-Садовники,ЮАО,315.0,2014
0,drugs,Нагатино-Садовники,ЮАО,387.0,2013
0,drugs,Нагатино-Садовники,ЮАО,416.0,2012
0,drugs,Нагатино-Садовники,ЮАО,98.0,2011
0,publicplaces,Нагатино-Садовники,ЮАО,1287.0,2015
0,publicplaces,Нагатино-Садовники,ЮАО,1349.0,2014
0,publicplaces,Нагатино-Садовники,ЮАО,1281.0,2013
0,publicplaces,Нагатино-Садовники,ЮАО,1497.0,2012
0,publicplaces,Нагатино-Садовники,ЮАО,1066.0,2011
0,street,Нагатино-Садовники,ЮАО,1003.0,2015
0,street,Нагатино-Садовники,ЮАО,1281.0,2014
0,street,Нагатино-Садовники,ЮАО,914.0,2013
0,street,Нагатино-Садовники,ЮАО,1005.0,2012
0,street,Нагатино-Садовники,ЮАО,737.0,2011
0,population,Нагатинский Затон,ЮАО,119053.0,2015
0,population,Нагатинский Затон,ЮАО,118328.0,2014
0,population,Нагатинский Затон,ЮАО,117898.0,2013
0,population,Нагатинский Затон,ЮАО,116957.0,2012
0,population,Нагатинский Затон,ЮАО,116193.0,2011
0,crimebook,Нагатинский Затон,ЮАО,23673.0,2015
0,crimebook,Нагатинский Затон,ЮАО,23854.0,2014
0,crimebook,Нагатинский Затон,ЮАО,,2013
0,crimebook,Нагатинский Затон,ЮАО,,2012
0,crimebook,Нагатинский Затон,ЮАО,,2011
0,crimes,Нагатинский Затон,ЮАО,1607.0,2015
0,crimes,Нагатинский Затон,ЮАО,1516.0,2014
0,crimes,Нагатинский Затон,ЮАО,1532.0,2013
0,crimes,Нагатинский Затон,ЮАО,1492.0,2012
0,crimes,Нагатинский Затон,ЮАО,1312.0,2011
0,economiccrimes,Нагатинский Затон,ЮАО,,2015
0,economiccrimes,Нагатинский Затон,ЮАО,,2014
0,economiccrimes,Нагатинский Затон,ЮАО,,2013
0,economiccrimes,Нагатинский Затон,ЮАО,,2012
0,economiccrimes,Нагатинский Затон,ЮАО,,2011
0,gravecrimes,Нагатинский Затон,ЮАО,363.0,2015
0,gravecrimes,Нагатинский Затон,ЮАО,374.0,2014
0,gravecrimes,Нагатинский Затон,ЮАО,406.0,2013
0,gravecrimes,Нагатинский Затон,ЮАО,693.0,2012
0,gravecrimes,Нагатинский Затон,ЮАО,379.0,2011
0,murders,Нагатинский Затон,ЮАО,2.0,2015
0,murders,Нагатинский Затон,ЮАО,3.0,2014
0,murders,Нагатинский Затон,ЮАО,4.0,2013
0,murders,Нагатинский Затон,ЮАО,2.0,2012
0,murders,Нагатинский Затон,ЮАО,,2011
0,healthdamage,Нагатинский Затон,ЮАО,,2015
0,healthdamage,Нагатинский Затон,ЮАО,10.0,2014
0,healthdamage,Нагатинский Затон,ЮАО,14.0,2013
0,healthdamage,Нагатинский Затон,ЮАО,11.0,2012
0,healthdamage,Нагатинский Затон,ЮАО,,2011
0,robbing,Нагатинский Затон,ЮАО,52.0,2015
0,robbing,Нагатинский Затон,ЮАО,55.0,2014
0,robbing,Нагатинский Затон,ЮАО,85.0,2013
0,robbing,Нагатинский Затон,ЮАО,95.0,2012
0,robbing,Нагатинский Затон,ЮАО,,2011
0,banditry,Нагатинский Затон,ЮАО,11.0,2015
0,banditry,Нагатинский Затон,ЮАО,22.0,2014
0,banditry,Нагатинский Затон,ЮАО,21.0,2013
0,banditry,Нагатинский Затон,ЮАО,12.0,2012
0,banditry,Нагатинский Затон,ЮАО,,2011
0,thefts,Нагатинский Затон,ЮАО,861.0,2015
0,thefts,Нагатинский Затон,ЮАО,817.0,2014
0,thefts,Нагатинский Затон,ЮАО,876.0,2013
0,thefts,Нагатинский Затон,ЮАО,857.0,2012
0,thefts,Нагатинский Затон,ЮАО,,2011
0,burglary,Нагатинский Затон,ЮАО,38.0,2015
0,burglary,Нагатинский Затон,ЮАО,78.0,2014
0,burglary,Нагатинский Затон,ЮАО,81.0,2013
0,burglary,Нагатинский Затон,ЮАО,65.0,2012
0,burglary,Нагатинский Затон,ЮАО,,2011
0,carthefts,Нагатинский Затон,ЮАО,,2015
0,carthefts,Нагатинский Затон,ЮАО,57.0,2014
0,carthefts,Нагатинский Затон,ЮАО,90.0,2013
0,carthefts,Нагатинский Затон,ЮАО,110.0,2012
0,carthefts,Нагатинский Затон,ЮАО,,2011
0,fraud,Нагатинский Затон,ЮАО,204.0,2015
0,fraud,Нагатинский Затон,ЮАО,182.0,2014
0,fraud,Нагатинский Затон,ЮАО,127.0,2013
0,fraud,Нагатинский Затон,ЮАО,114.0,2012
0,fraud,Нагатинский Затон,ЮАО,,2011
0,hijacking,Нагатинский Затон,ЮАО,,2015
0,hijacking,Нагатинский Затон,ЮАО,,2014
0,hijacking,Нагатинский Затон,ЮАО,27.0,2013
0,hijacking,Нагатинский Затон,ЮАО,32.0,2012
0,hijacking,Нагатинский Затон,ЮАО,,2011
0,drugs,Нагатинский Затон,ЮАО,187.0,2015
0,drugs,Нагатинский Затон,ЮАО,126.0,2014
0,drugs,Нагатинский Затон,ЮАО,144.0,2013
0,drugs,Нагатинский Затон,ЮАО,102.0,2012
0,drugs,Нагатинский Затон,ЮАО,,2011
0,publicplaces,Нагатинский Затон,ЮАО,962.0,2015
0,publicplaces,Нагатинский Затон,ЮАО,884.0,2014
0,publicplaces,Нагатинский Затон,ЮАО,966.0,2013
0,publicplaces,Нагатинский Затон,ЮАО,1025.0,2012
0,publicplaces,Нагатинский Затон,ЮАО,,2011
0,street,Нагатинский Затон,ЮАО,,2015
0,street,Нагатинский Затон,ЮАО,,2014
0,street,Нагатинский Затон,ЮАО,,2013
0,street,Нагатинский Затон,ЮАО,,2012
0,street,Нагатинский Затон,ЮАО,,2011
0,population,Нагорный,ЮАО,80707.0,2015
0,population,Нагорный,ЮАО,80262.0,2014
0,population,Нагорный,ЮАО,79548.0,2013
0,population,Нагорный,ЮАО,79064.0,2012
0,population,Нагорный,ЮАО,78407.0,2011
0,crimebook,Нагорный,ЮАО,19357.0,2015
0,crimebook,Нагорный,ЮАО,18924.0,2014
0,crimebook,Нагорный,ЮАО,16645.0,2013
0,crimebook,Нагорный,ЮАО,15292.0,2012
0,crimebook,Нагорный,ЮАО,14018.0,2011
0,crimes,Нагорный,ЮАО,1243.0,2015
0,crimes,Нагорный,ЮАО,1462.0,2014
0,crimes,Нагорный,ЮАО,1485.0,2013
0,crimes,Нагорный,ЮАО,1889.0,2012
0,crimes,Нагорный,ЮАО,1496.0,2011
0,economiccrimes,Нагорный,ЮАО,,2015
0,economiccrimes,Нагорный,ЮАО,,2014
0,economiccrimes,Нагорный,ЮАО,,2013
0,economiccrimes,Нагорный,ЮАО,,2012
0,economiccrimes,Нагорный,ЮАО,,2011
0,gravecrimes,Нагорный,ЮАО,330.0,2015
0,gravecrimes,Нагорный,ЮАО,347.0,2014
0,gravecrimes,Нагорный,ЮАО,377.0,2013
0,gravecrimes,Нагорный,ЮАО,722.0,2012
0,gravecrimes,Нагорный,ЮАО,384.0,2011
0,murders,Нагорный,ЮАО,1.0,2015
0,murders,Нагорный,ЮАО,3.0,2014
0,murders,Нагорный,ЮАО,3.0,2013
0,murders,Нагорный,ЮАО,1.0,2012
0,murders,Нагорный,ЮАО,12.0,2011
0,healthdamage,Нагорный,ЮАО,10.0,2015
0,healthdamage,Нагорный,ЮАО,16.0,2014
0,healthdamage,Нагорный,ЮАО,10.0,2013
0,healthdamage,Нагорный,ЮАО,12.0,2012
0,healthdamage,Нагорный,ЮАО,11.0,2011
0,robbing,Нагорный,ЮАО,58.0,2015
0,robbing,Нагорный,ЮАО,72.0,2014
0,robbing,Нагорный,ЮАО,97.0,2013
0,robbing,Нагорный,ЮАО,132.0,2012
0,robbing,Нагорный,ЮАО,114.0,2011
0,banditry,Нагорный,ЮАО,26.0,2015
0,banditry,Нагорный,ЮАО,34.0,2014
0,banditry,Нагорный,ЮАО,32.0,2013
0,banditry,Нагорный,ЮАО,44.0,2012
0,banditry,Нагорный,ЮАО,27.0,2011
0,thefts,Нагорный,ЮАО,655.0,2015
0,thefts,Нагорный,ЮАО,801.0,2014
0,thefts,Нагорный,ЮАО,741.0,2013
0,thefts,Нагорный,ЮАО,900.0,2012
0,thefts,Нагорный,ЮАО,,2011
0,burglary,Нагорный,ЮАО,24.0,2015
0,burglary,Нагорный,ЮАО,41.0,2014
0,burglary,Нагорный,ЮАО,51.0,2013
0,burglary,Нагорный,ЮАО,66.0,2012
0,burglary,Нагорный,ЮАО,81.0,2011
0,carthefts,Нагорный,ЮАО,63.0,2015
0,carthefts,Нагорный,ЮАО,57.0,2014
0,carthefts,Нагорный,ЮАО,90.0,2013
0,carthefts,Нагорный,ЮАО,84.0,2012
0,carthefts,Нагорный,ЮАО,,2011
0,fraud,Нагорный,ЮАО,117.0,2015
0,fraud,Нагорный,ЮАО,196.0,2014
0,fraud,Нагорный,ЮАО,156.0,2013
0,fraud,Нагорный,ЮАО,269.0,2012
0,fraud,Нагорный,ЮАО,,2011
0,hijacking,Нагорный,ЮАО,9.0,2015
0,hijacking,Нагорный,ЮАО,10.0,2014
0,hijacking,Нагорный,ЮАО,9.0,2013
0,hijacking,Нагорный,ЮАО,8.0,2012
0,hijacking,Нагорный,ЮАО,,2011
0,drugs,Нагорный,ЮАО,152.0,2015
0,drugs,Нагорный,ЮАО,134.0,2014
0,drugs,Нагорный,ЮАО,139.0,2013
0,drugs,Нагорный,ЮАО,,2012
0,drugs,Нагорный,ЮАО,,2011
0,publicplaces,Нагорный,ЮАО,770.0,2015
0,publicplaces,Нагорный,ЮАО,912.0,2014
0,publicplaces,Нагорный,ЮАО,850.0,2013
0,publicplaces,Нагорный,ЮАО,,2012
0,publicplaces,Нагорный,ЮАО,,2011
0,street,Нагорный,ЮАО,463.0,2015
0,street,Нагорный,ЮАО,659.0,2014
0,street,Нагорный,ЮАО,677.0,2013
0,street,Нагорный,ЮАО,,2012
0,street,Нагорный,ЮАО,,2011
0,population,Орехово-Борисово Северное,ЮАО,131982.0,2015
0,population,Орехово-Борисово Северное,ЮАО,131409.0,2014
0,population,Орехово-Борисово Северное,ЮАО,131393.0,2013
0,population,Орехово-Борисово Северное,ЮАО,130784.0,2012
0,population,Орехово-Борисово Северное,ЮАО,130226.0,2011
0,crimebook,Орехово-Борисово Северное,ЮАО,24422.0,2015
0,crimebook,Орехово-Борисово Северное,ЮАО,20875.0,2014
0,crimebook,Орехово-Борисово Северное,ЮАО,19352.0,2013
0,crimebook,Орехово-Борисово Северное,ЮАО,,2012
0,crimebook,Орехово-Борисово Северное,ЮАО,,2011
0,crimes,Орехово-Борисово Северное,ЮАО,1754.0,2015
0,crimes,Орехово-Борисово Северное,ЮАО,1136.0,2014
0,crimes,Орехово-Борисово Северное,ЮАО,1177.0,2013
0,crimes,Орехово-Борисово Северное,ЮАО,1406.0,2012
0,crimes,Орехово-Борисово Северное,ЮАО,1507.0,2011
0,economiccrimes,Орехово-Борисово Северное,ЮАО,,2015
0,economiccrimes,Орехово-Борисово Северное,ЮАО,,2014
0,economiccrimes,Орехово-Борисово Северное,ЮАО,,2013
0,economiccrimes,Орехово-Борисово Северное,ЮАО,,2012
0,economiccrimes,Орехово-Борисово Северное,ЮАО,,2011
0,gravecrimes,Орехово-Борисово Северное,ЮАО,,2015
0,gravecrimes,Орехово-Борисово Северное,ЮАО,351.0,2014
0,gravecrimes,Орехово-Борисово Северное,ЮАО,401.0,2013
0,gravecrimes,Орехово-Борисово Северное,ЮАО,455.0,2012
0,gravecrimes,Орехово-Борисово Северное,ЮАО,416.0,2011
0,murders,Орехово-Борисово Северное,ЮАО,3.0,2015
0,murders,Орехово-Борисово Северное,ЮАО,4.0,2014
0,murders,Орехово-Борисово Северное,ЮАО,4.0,2013
0,murders,Орехово-Борисово Северное,ЮАО,4.0,2012
0,murders,Орехово-Борисово Северное,ЮАО,4.0,2011
0,healthdamage,Орехово-Борисово Северное,ЮАО,3.0,2015
0,healthdamage,Орехово-Борисово Северное,ЮАО,14.0,2014
0,healthdamage,Орехово-Борисово Северное,ЮАО,13.0,2013
0,healthdamage,Орехово-Борисово Северное,ЮАО,13.0,2012
0,healthdamage,Орехово-Борисово Северное,ЮАО,13.0,2011
0,robbing,Орехово-Борисово Северное,ЮАО,80.0,2015
0,robbing,Орехово-Борисово Северное,ЮАО,73.0,2014
0,robbing,Орехово-Борисово Северное,ЮАО,77.0,2013
0,robbing,Орехово-Борисово Северное,ЮАО,124.0,2012
0,robbing,Орехово-Борисово Северное,ЮАО,126.0,2011
0,banditry,Орехово-Борисово Северное,ЮАО,9.0,2015
0,banditry,Орехово-Борисово Северное,ЮАО,22.0,2014
0,banditry,Орехово-Борисово Северное,ЮАО,30.0,2013
0,banditry,Орехово-Борисово Северное,ЮАО,43.0,2012
0,banditry,Орехово-Борисово Северное,ЮАО,26.0,2011
0,thefts,Орехово-Борисово Северное,ЮАО,831.0,2015
0,thefts,Орехово-Борисово Северное,ЮАО,647.0,2014
0,thefts,Орехово-Борисово Северное,ЮАО,614.0,2013
0,thefts,Орехово-Борисово Северное,ЮАО,738.0,2012
0,thefts,Орехово-Борисово Северное,ЮАО,851.0,2011
0,burglary,Орехово-Борисово Северное,ЮАО,44.0,2015
0,burglary,Орехово-Борисово Северное,ЮАО,53.0,2014
0,burglary,Орехово-Борисово Северное,ЮАО,42.0,2013
0,burglary,Орехово-Борисово Северное,ЮАО,72.0,2012
0,burglary,Орехово-Борисово Северное,ЮАО,74.0,2011
0,carthefts,Орехово-Борисово Северное,ЮАО,70.0,2015
0,carthefts,Орехово-Борисово Северное,ЮАО,66.0,2014
0,carthefts,Орехово-Борисово Северное,ЮАО,95.0,2013
0,carthefts,Орехово-Борисово Северное,ЮАО,84.0,2012
0,carthefts,Орехово-Борисово Северное,ЮАО,95.0,2011
0,fraud,Орехово-Борисово Северное,ЮАО,425.0,2015
0,fraud,Орехово-Борисово Северное,ЮАО,98.0,2014
0,fraud,Орехово-Борисово Северное,ЮАО,152.0,2013
0,fraud,Орехово-Борисово Северное,ЮАО,144.0,2012
0,fraud,Орехово-Борисово Северное,ЮАО,154.0,2011
0,hijacking,Орехово-Борисово Северное,ЮАО,,2015
0,hijacking,Орехово-Борисово Северное,ЮАО,64.0,2014
0,hijacking,Орехово-Борисово Северное,ЮАО,15.0,2013
0,hijacking,Орехово-Борисово Северное,ЮАО,7.0,2012
0,hijacking,Орехово-Борисово Северное,ЮАО,9.0,2011
0,drugs,Орехово-Борисово Северное,ЮАО,,2015
0,drugs,Орехово-Борисово Северное,ЮАО,124.0,2014
0,drugs,Орехово-Борисово Северное,ЮАО,139.0,2013
0,drugs,Орехово-Борисово Северное,ЮАО,136.0,2012
0,drugs,Орехово-Борисово Северное,ЮАО,99.0,2011
0,publicplaces,Орехово-Борисово Северное,ЮАО,946.0,2015
0,publicplaces,Орехово-Борисово Северное,ЮАО,763.0,2014
0,publicplaces,Орехово-Борисово Северное,ЮАО,762.0,2013
0,publicplaces,Орехово-Борисово Северное,ЮАО,952.0,2012
0,publicplaces,Орехово-Борисово Северное,ЮАО,1067.0,2011
0,street,Орехово-Борисово Северное,ЮАО,580.0,2015
0,street,Орехово-Борисово Северное,ЮАО,514.0,2014
0,street,Орехово-Борисово Северное,ЮАО,581.0,2013
0,street,Орехово-Борисово Северное,ЮАО,655.0,2012
0,street,Орехово-Борисово Северное,ЮАО,730.0,2011
0,population,Орехово-Борисово Южное,ЮАО,147867.0,2015
0,population,Орехово-Борисово Южное,ЮАО,147498.0,2014
0,population,Орехово-Борисово Южное,ЮАО,147421.0,2013
0,population,Орехово-Борисово Южное,ЮАО,146873.0,2012
0,population,Орехово-Борисово Южное,ЮАО,146591.0,2011
0,crimebook,Орехово-Борисово Южное,ЮАО,,2015
0,crimebook,Орехово-Борисово Южное,ЮАО,,2014
0,crimebook,Орехово-Борисово Южное,ЮАО,,2013
0,crimebook,Орехово-Борисово Южное,ЮАО,,2012
0,crimebook,Орехово-Борисово Южное,ЮАО,,2011
0,crimes,Орехово-Борисово Южное,ЮАО,1772.0,2015
0,crimes,Орехово-Борисово Южное,ЮАО,1643.0,2014
0,crimes,Орехово-Борисово Южное,ЮАО,1632.0,2013
0,crimes,Орехово-Борисово Южное,ЮАО,1866.0,2012
0,crimes,Орехово-Борисово Южное,ЮАО,,2011
0,economiccrimes,Орехово-Борисово Южное,ЮАО,,2015
0,economiccrimes,Орехово-Борисово Южное,ЮАО,,2014
0,economiccrimes,Орехово-Борисово Южное,ЮАО,,2013
0,economiccrimes,Орехово-Борисово Южное,ЮАО,,2012
0,economiccrimes,Орехово-Борисово Южное,ЮАО,,2011
0,gravecrimes,Орехово-Борисово Южное,ЮАО,476.0,2015
0,gravecrimes,Орехово-Борисово Южное,ЮАО,544.0,2014
0,gravecrimes,Орехово-Борисово Южное,ЮАО,433.0,2013
0,gravecrimes,Орехово-Борисово Южное,ЮАО,528.0,2012
0,gravecrimes,Орехово-Борисово Южное,ЮАО,,2011
0,murders,Орехово-Борисово Южное,ЮАО,2.0,2015
0,murders,Орехово-Борисово Южное,ЮАО,4.0,2014
0,murders,Орехово-Борисово Южное,ЮАО,,2013
0,murders,Орехово-Борисово Южное,ЮАО,,2012
0,murders,Орехово-Борисово Южное,ЮАО,,2011
0,healthdamage,Орехово-Борисово Южное,ЮАО,16.0,2015
0,healthdamage,Орехово-Борисово Южное,ЮАО,14.0,2014
0,healthdamage,Орехово-Борисово Южное,ЮАО,5.0,2013
0,healthdamage,Орехово-Борисово Южное,ЮАО,16.0,2012
0,healthdamage,Орехово-Борисово Южное,ЮАО,,2011
0,robbing,Орехово-Борисово Южное,ЮАО,62.0,2015
0,robbing,Орехово-Борисово Южное,ЮАО,90.0,2014
0,robbing,Орехово-Борисово Южное,ЮАО,110.0,2013
0,robbing,Орехово-Борисово Южное,ЮАО,127.0,2012
0,robbing,Орехово-Борисово Южное,ЮАО,,2011
0,banditry,Орехово-Борисово Южное,ЮАО,13.0,2015
0,banditry,Орехово-Борисово Южное,ЮАО,21.0,2014
0,banditry,Орехово-Борисово Южное,ЮАО,37.0,2013
0,banditry,Орехово-Борисово Южное,ЮАО,67.0,2012
0,banditry,Орехово-Борисово Южное,ЮАО,,2011
0,thefts,Орехово-Борисово Южное,ЮАО,920.0,2015
0,thefts,Орехово-Борисово Южное,ЮАО,807.0,2014
0,thefts,Орехово-Борисово Южное,ЮАО,914.0,2013
0,thefts,Орехово-Борисово Южное,ЮАО,993.0,2012
0,thefts,Орехово-Борисово Южное,ЮАО,,2011
0,burglary,Орехово-Борисово Южное,ЮАО,34.0,2015
0,burglary,Орехово-Борисово Южное,ЮАО,35.0,2014
0,burglary,Орехово-Борисово Южное,ЮАО,58.0,2013
0,burglary,Орехово-Борисово Южное,ЮАО,88.0,2012
0,burglary,Орехово-Борисово Южное,ЮАО,,2011
0,carthefts,Орехово-Борисово Южное,ЮАО,71.0,2015
0,carthefts,Орехово-Борисово Южное,ЮАО,81.0,2014
0,carthefts,Орехово-Борисово Южное,ЮАО,90.0,2013
0,carthefts,Орехово-Борисово Южное,ЮАО,101.0,2012
0,carthefts,Орехово-Борисово Южное,ЮАО,,2011
0,fraud,Орехово-Борисово Южное,ЮАО,278.0,2015
0,fraud,Орехово-Борисово Южное,ЮАО,234.0,2014
0,fraud,Орехово-Борисово Южное,ЮАО,,2013
0,fraud,Орехово-Борисово Южное,ЮАО,,2012
0,fraud,Орехово-Борисово Южное,ЮАО,,2011
0,hijacking,Орехово-Борисово Южное,ЮАО,,2015
0,hijacking,Орехово-Борисово Южное,ЮАО,,2014
0,hijacking,Орехово-Борисово Южное,ЮАО,,2013
0,hijacking,Орехово-Борисово Южное,ЮАО,15.0,2012
0,hijacking,Орехово-Борисово Южное,ЮАО,,2011
0,drugs,Орехово-Борисово Южное,ЮАО,252.0,2015
0,drugs,Орехово-Борисово Южное,ЮАО,229.0,2014
0,drugs,Орехово-Борисово Южное,ЮАО,173.0,2013
0,drugs,Орехово-Борисово Южное,ЮАО,146.0,2012
0,drugs,Орехово-Борисово Южное,ЮАО,,2011
0,publicplaces,Орехово-Борисово Южное,ЮАО,1051.0,2015
0,publicplaces,Орехово-Борисово Южное,ЮАО,1065.0,2014
0,publicplaces,Орехово-Борисово Южное,ЮАО,1106.0,2013
0,publicplaces,Орехово-Борисово Южное,ЮАО,1221.0,2012
0,publicplaces,Орехово-Борисово Южное,ЮАО,,2011
