,indicator,name,upperdistrict,value,year
0,crimes,Головинский,САО,1510.0,2012
0,crimes,Головинский,САО,1497.0,2011
0,economiccrimes,Головинский,САО,59.0,2015
0,economiccrimes,Головинский,САО,37.0,2014
0,economiccrimes,Головинский,САО,,2013
0,economiccrimes,Головинский,САО,34.0,2012
0,economiccrimes,Головинский,САО,,2011
0,gravecrimes,Головинский,САО,471.0,2015
0,gravecrimes,Головинский,САО,365.0,2014
0,gravecrimes,Головинский,САО,329.0,2013
0,gravecrimes,Головинский,САО,260.0,2012
0,gravecrimes,Головинский,САО,174.0,2011
0,murders,Головинский,САО,4.0,2015
0,murders,Головинский,САО,5.0,2014
0,murders,Головинский,САО,,2013
0,murders,Головинский,САО,,2012
0,murders,Головинский,САО,,2011
0,healthdamage,Головинский,САО,9.0,2015
0,healthdamage,Головинский,САО,13.0,2014
0,healthdamage,Головинский,САО,,2013
0,healthdamage,Головинский,САО,,2012
0,healthdamage,Головинский,САО,,2011
0,robbing,Головинский,САО,51.0,2015
0,robbing,Головинский,САО,61.0,2014
0,robbing,Головинский,САО,84.0,2013
0,robbing,Головинский,САО,101.0,2012
0,robbing,Головинский,САО,86.0,2011
0,banditry,Головинский,САО,7.0,2015
0,banditry,Головинский,САО,17.0,2014
0,banditry,Головинский,САО,19.0,2013
0,banditry,Головинский,САО,16.0,2012
0,banditry,Головинский,САО,10.0,2011
0,thefts,Головинский,САО,810.0,2015
0,thefts,Головинский,САО,670.0,2014
0,thefts,Головинский,САО,785.0,2013
0,thefts,Головинский,САО,902.0,2012
0,thefts,Головинский,САО,843.0,2011
0,burglary,Головинский,САО,40.0,2015
0,burglary,Головинский,САО,42.0,2014
0,burglary,Головинский,САО,63.0,2013
0,burglary,Головинский,САО,36.0,2012
0,burglary,Головинский,САО,27.0,2011
0,carthefts,Головинский,САО,60.0,2015
0,carthefts,Головинский,САО,63.0,2014
0,carthefts,Головинский,САО,64.0,2013
0,carthefts,Головинский,САО,82.0,2012
0,carthefts,Головинский,САО,,2011
0,fraud,Головинский,САО,,2015
0,fraud,Головинский,САО,155.0,2014
0,fraud,Головинский,САО,118.0,2013
0,fraud,Головинский,САО,133.0,2012
0,fraud,Головинский,САО,136.0,2011
0,hijacking,Головинский,САО,11.0,2015
0,hijacking,Головинский,САО,12.0,2014
0,hijacking,Головинский,САО,15.0,2013
0,hijacking,Головинский,САО,29.0,2012
0,hijacking,Головинский,САО,,2011
0,drugs,Головинский,САО,78.0,2015
0,drugs,Головинский,САО,81.0,2014
0,drugs,Головинский,САО,,2013
0,drugs,Головинский,САО,59.0,2012
0,drugs,Головинский,САО,30.0,2011
0,publicplaces,Головинский,САО,1047.0,2015
0,publicplaces,Головинский,САО,718.0,2014
0,publicplaces,Головинский,САО,635.0,2013
0,publicplaces,Головинский,САО,759.0,2012
0,publicplaces,Головинский,САО,,2011
0,street,Головинский,САО,600.0,2015
0,street,Головинский,САО,537.0,2014
0,street,Головинский,САО,576.0,2013
0,street,Головинский,САО,730.0,2012
0,street,Головинский,САО,,2011
0,population,Дмитровский,САО,92405.0,2015
0,population,Дмитровский,САО,91381.0,2014
0,population,Дмитровский,САО,89861.0,2013
0,population,Дмитровский,САО,88736.0,2012
0,population,Дмитровский,САО,88415.0,2011
0,crimebook,Дмитровский,САО,,2015
0,crimebook,Дмитровский,САО,,2014
0,crimebook,Дмитровский,САО,,2013
0,crimebook,Дмитровский,САО,,2012
0,crimebook,Дмитровский,САО,,2011
0,crimes,Дмитровский,САО,1252.0,2015
0,crimes,Дмитровский,САО,1302.0,2014
0,crimes,Дмитровский,САО,1312.0,2013
0,crimes,Дмитровский,САО,1231.0,2012
0,crimes,Дмитровский,САО,,2011
0,economiccrimes,Дмитровский,САО,10.0,2015
0,economiccrimes,Дмитровский,САО,11.0,2014
0,economiccrimes,Дмитровский,САО,20.0,2013
0,economiccrimes,Дмитровский,САО,,2012
0,economiccrimes,Дмитровский,САО,,2011
0,gravecrimes,Дмитровский,САО,,2015
0,gravecrimes,Дмитровский,САО,352.0,2014
0,gravecrimes,Дмитровский,САО,294.0,2013
0,gravecrimes,Дмитровский,САО,396.0,2012
0,gravecrimes,Дмитровский,САО,,2011
0,murders,Дмитровский,САО,,2015
0,murders,Дмитровский,САО,,2014
0,murders,Дмитровский,САО,,2013
0,murders,Дмитровский,САО,,2012
0,murders,Дмитровский,САО,,2011
0,healthdamage,Дмитровский,САО,,2015
0,healthdamage,Дмитровский,САО,,2014
0,healthdamage,Дмитровский,САО,,2013
0,healthdamage,Дмитровский,САО,,2012
0,healthdamage,Дмитровский,САО,,2011
0,robbing,Дмитровский,САО,85.0,2015
0,robbing,Дмитровский,САО,97.0,2014
0,robbing,Дмитровский,САО,73.0,2013
0,robbing,Дмитровский,САО,113.0,2012
0,robbing,Дмитровский,САО,,2011
0,banditry,Дмитровский,САО,9.0,2015
0,banditry,Дмитровский,САО,6.0,2014
0,banditry,Дмитровский,САО,13.0,2013
0,banditry,Дмитровский,САО,10.0,2012
0,banditry,Дмитровский,САО,,2011
0,thefts,Дмитровский,САО,665.0,2015
0,thefts,Дмитровский,САО,643.0,2014
0,thefts,Дмитровский,САО,697.0,2013
0,thefts,Дмитровский,САО,648.0,2012
0,thefts,Дмитровский,САО,,2011
0,burglary,Дмитровский,САО,51.0,2015
0,burglary,Дмитровский,САО,41.0,2014
0,burglary,Дмитровский,САО,35.0,2013
0,burglary,Дмитровский,САО,76.0,2012
0,burglary,Дмитровский,САО,,2011
0,carthefts,Дмитровский,САО,49.0,2015
0,carthefts,Дмитровский,САО,76.0,2014
0,carthefts,Дмитровский,САО,73.0,2013
0,carthefts,Дмитровский,САО,96.0,2012
0,carthefts,Дмитровский,САО,,2011
0,fraud,Дмитровский,САО,124.0,2015
0,fraud,Дмитровский,САО,126.0,2014
0,fraud,Дмитровский,САО,98.0,2013
0,fraud,Дмитровский,САО,157.0,2012
0,fraud,Дмитровский,САО,,2011
0,hijacking,Дмитровский,САО,,2015
0,hijacking,Дмитровский,САО,,2014
0,hijacking,Дмитровский,САО,,2013
0,hijacking,Дмитровский,САО,,2012
0,hijacking,Дмитровский,САО,,2011
0,drugs,Дмитровский,САО,133.0,2015
0,drugs,Дмитровский,САО,167.0,2014
0,drugs,Дмитровский,САО,117.0,2013
0,drugs,Дмитровский,САО,85.0,2012
0,drugs,Дмитровский,САО,,2011
0,publicplaces,Дмитровский,САО,510.0,2015
0,publicplaces,Дмитровский,САО,468.0,2014
0,publicplaces,Дмитровский,САО,499.0,2013
0,publicplaces,Дмитровский,САО,712.0,2012
0,publicplaces,Дмитровский,САО,,2011
0,street,Дмитровский,САО,297.0,2015
0,street,Дмитровский,САО,321.0,2014
0,street,Дмитровский,САО,415.0,2013
0,street,Дмитровский,САО,625.0,2012
0,street,Дмитровский,САО,,2011
0,population,Западное Дегунино,САО,81492.0,2015
0,population,Западное Дегунино,САО,81138.0,2014
0,population,Западное Дегунино,САО,80846.0,2013
0,population,Западное Дегунино,САО,80246.0,2012
0,population,Западное Дегунино,САО,79806.0,2011
0,crimebook,Западное Дегунино,САО,,2015
0,crimebook,Западное Дегунино,САО,,2014
0,crimebook,Западное Дегунино,САО,15067.0,2013
0,crimebook,Западное Дегунино,САО,,2012
0,crimebook,Западное Дегунино,САО,,2011
0,crimes,Западное Дегунино,САО,1265.0,2015
0,crimes,Западное Дегунино,САО,1230.0,2014
0,crimes,Западное Дегунино,САО,1191.0,2013
0,crimes,Западное Дегунино,САО,1210.0,2012
0,crimes,Западное Дегунино,САО,1292.0,2011
0,economiccrimes,Западное Дегунино,САО,11.0,2015
0,economiccrimes,Западное Дегунино,САО,13.0,2014
0,economiccrimes,Западное Дегунино,САО,,2013
0,economiccrimes,Западное Дегунино,САО,,2012
0,economiccrimes,Западное Дегунино,САО,,2011
0,gravecrimes,Западное Дегунино,САО,266.0,2015
0,gravecrimes,Западное Дегунино,САО,326.0,2014
0,gravecrimes,Западное Дегунино,САО,269.0,2013
0,gravecrimes,Западное Дегунино,САО,,2012
0,gravecrimes,Западное Дегунино,САО,,2011
0,murders,Западное Дегунино,САО,2.0,2015
0,murders,Западное Дегунино,САО,3.0,2014
0,murders,Западное Дегунино,САО,4.0,2013
0,murders,Западное Дегунино,САО,3.0,2012
0,murders,Западное Дегунино,САО,,2011
0,healthdamage,Западное Дегунино,САО,10.0,2015
0,healthdamage,Западное Дегунино,САО,6.0,2014
0,healthdamage,Западное Дегунино,САО,10.0,2013
0,healthdamage,Западное Дегунино,САО,10.0,2012
0,healthdamage,Западное Дегунино,САО,,2011
0,robbing,Западное Дегунино,САО,42.0,2015
0,robbing,Западное Дегунино,САО,44.0,2014
0,robbing,Западное Дегунино,САО,41.0,2013
0,robbing,Западное Дегунино,САО,44.0,2012
0,robbing,Западное Дегунино,САО,,2011
0,banditry,Западное Дегунино,САО,9.0,2015
0,banditry,Западное Дегунино,САО,6.0,2014
0,banditry,Западное Дегунино,САО,9.0,2013
0,banditry,Западное Дегунино,САО,6.0,2012
0,banditry,Западное Дегунино,САО,,2011
0,thefts,Западное Дегунино,САО,720.0,2015
0,thefts,Западное Дегунино,САО,584.0,2014
0,thefts,Западное Дегунино,САО,576.0,2013
0,thefts,Западное Дегунино,САО,657.0,2012
0,thefts,Западное Дегунино,САО,,2011
0,burglary,Западное Дегунино,САО,10.0,2015
0,burglary,Западное Дегунино,САО,24.0,2014
0,burglary,Западное Дегунино,САО,18.0,2013
0,burglary,Западное Дегунино,САО,23.0,2012
0,burglary,Западное Дегунино,САО,,2011
0,carthefts,Западное Дегунино,САО,48.0,2015
0,carthefts,Западное Дегунино,САО,48.0,2014
0,carthefts,Западное Дегунино,САО,41.0,2013
0,carthefts,Западное Дегунино,САО,54.0,2012
0,carthefts,Западное Дегунино,САО,,2011
0,fraud,Западное Дегунино,САО,,2015
0,fraud,Западное Дегунино,САО,,2014
0,fraud,Западное Дегунино,САО,,2013
0,fraud,Западное Дегунино,САО,,2012
0,fraud,Западное Дегунино,САО,,2011
0,hijacking,Западное Дегунино,САО,15.0,2015
0,hijacking,Западное Дегунино,САО,17.0,2014
0,hijacking,Западное Дегунино,САО,13.0,2013
0,hijacking,Западное Дегунино,САО,18.0,2012
0,hijacking,Западное Дегунино,САО,,2011
0,drugs,Западное Дегунино,САО,,2015
0,drugs,Западное Дегунино,САО,,2014
0,drugs,Западное Дегунино,САО,,2013
0,drugs,Западное Дегунино,САО,,2012
0,drugs,Западное Дегунино,САО,,2011
0,publicplaces,Западное Дегунино,САО,690.0,2015
0,publicplaces,Западное Дегунино,САО,595.0,2014
0,publicplaces,Западное Дегунино,САО,545.0,2013
0,publicplaces,Западное Дегунино,САО,550.0,2012
0,publicplaces,Западное Дегунино,САО,,2011
0,street,Западное Дегунино,САО,399.0,2015
0,street,Западное Дегунино,САО,422.0,2014
0,street,Западное Дегунино,САО,414.0,2013
0,street,Западное Дегунино,САО,468.0,2012
0,street,Западное Дегунино,САО,,2011
0,population,Коптево,САО,101036.0,2015
0,population,Коптево,САО,100642.0,2014
0,population,Коптево,САО,100232.0,2013
0,population,Коптево,САО,99521.0,2012
0,population,Коптево,САО,98123.0,2011
0,crimebook,Коптево,САО,,2015
0,crimebook,Коптево,САО,,2014
0,crimebook,Коптево,САО,,2013
0,crimebook,Коптево,САО,,2012
0,crimebook,Коптево,САО,,2011
0,crimes,Коптево,САО,1201.0,2015
0,crimes,Коптево,САО,1310.0,2014
0,crimes,Коптево,САО,1276.0,2013
0,crimes,Коптево,САО,1349.0,2012
0,crimes,Коптево,САО,1356.0,2011
0,economiccrimes,Коптево,САО,,2015
0,economiccrimes,Коптево,САО,,2014
0,economiccrimes,Коптево,САО,,2013
0,economiccrimes,Коптево,САО,,2012
0,economiccrimes,Коптево,САО,,2011
0,gravecrimes,Коптево,САО,,2015
0,gravecrimes,Коптево,САО,589.0,2014
0,gravecrimes,Коптево,САО,438.0,2013
0,gravecrimes,Коптево,САО,271.0,2012
0,gravecrimes,Коптево,САО,363.0,2011
0,murders,Коптево,САО,1.0,2015
0,murders,Коптево,САО,3.0,2014
0,murders,Коптево,САО,,2013
0,murders,Коптево,САО,0.0,2012
0,murders,Коптево,САО,4.0,2011
0,healthdamage,Коптево,САО,11.0,2015
0,healthdamage,Коптево,САО,9.0,2014
0,healthdamage,Коптево,САО,9.0,2013
0,healthdamage,Коптево,САО,12.0,2012
0,healthdamage,Коптево,САО,12.0,2011
0,robbing,Коптево,САО,,2015
0,robbing,Коптево,САО,,2014
0,robbing,Коптево,САО,62.0,2013
0,robbing,Коптево,САО,93.0,2012
0,robbing,Коптево,САО,87.0,2011
0,banditry,Коптево,САО,,2015
0,banditry,Коптево,САО,,2014
0,banditry,Коптево,САО,,2013
0,banditry,Коптево,САО,9.0,2012
0,banditry,Коптево,САО,31.0,2011
0,thefts,Коптево,САО,,2015
0,thefts,Коптево,САО,,2014
0,thefts,Коптево,САО,706.0,2013
0,thefts,Коптево,САО,870.0,2012
0,thefts,Коптево,САО,775.0,2011
0,burglary,Коптево,САО,38.0,2015
0,burglary,Коптево,САО,34.0,2014
0,burglary,Коптево,САО,71.0,2013
0,burglary,Коптево,САО,48.0,2012
0,burglary,Коптево,САО,67.0,2011
0,carthefts,Коптево,САО,74.0,2015
0,carthefts,Коптево,САО,87.0,2014
0,carthefts,Коптево,САО,89.0,2013
0,carthefts,Коптево,САО,69.0,2012
0,carthefts,Коптево,САО,94.0,2011
0,fraud,Коптево,САО,,2015
0,fraud,Коптево,САО,,2014
0,fraud,Коптево,САО,,2013
0,fraud,Коптево,САО,82.0,2012
0,fraud,Коптево,САО,81.0,2011
0,hijacking,Коптево,САО,4.0,2015
0,hijacking,Коптево,САО,11.0,2014
0,hijacking,Коптево,САО,11.0,2013
0,hijacking,Коптево,САО,21.0,2012
0,hijacking,Коптево,САО,,2011
0,drugs,Коптево,САО,115.0,2015
0,drugs,Коптево,САО,164.0,2014
0,drugs,Коптево,САО,141.0,2013
0,drugs,Коптево,САО,72.0,2012
0,drugs,Коптево,САО,,2011
0,publicplaces,Коптево,САО,,2015
0,publicplaces,Коптево,САО,,2014
0,publicplaces,Коптево,САО,586.0,2013
0,publicplaces,Коптево,САО,772.0,2012
0,publicplaces,Коптево,САО,,2011
0,street,Коптево,САО,,2015
0,street,Коптево,САО,,2014
0,street,Коптево,САО,457.0,2013
0,street,Коптево,САО,650.0,2012
0,street,Коптево,САО,,2011
0,population,Левобережный,САО,53154.0,2015
0,population,Левобережный,САО,53015.0,2014
0,population,Левобережный,САО,52987.0,2013
0,population,Левобережный,САО,52803.0,2012
0,population,Левобережный,САО,52732.0,2011
0,crimebook,Левобережный,САО,16943.0,2015
0,crimebook,Левобережный,САО,16579.0,2014
0,crimebook,Левобережный,САО,,2013
0,crimebook,Левобережный,САО,,2012
0,crimebook,Левобережный,САО,,2011
0,crimes,Левобережный,САО,1456.0,2015
0,crimes,Левобережный,САО,1383.0,2014
0,crimes,Левобережный,САО,1364.0,2013
0,crimes,Левобережный,САО,1194.0,2012
0,crimes,Левобережный,САО,1058.0,2011
0,economiccrimes,Левобережный,САО,,2015
0,economiccrimes,Левобережный,САО,,2014
0,economiccrimes,Левобережный,САО,,2013
0,economiccrimes,Левобережный,САО,,2012
0,economiccrimes,Левобережный,САО,,2011
0,gravecrimes,Левобережный,САО,290.0,2015
0,gravecrimes,Левобережный,САО,292.0,2014
0,gravecrimes,Левобережный,САО,443.0,2013
0,gravecrimes,Левобережный,САО,300.0,2012
0,gravecrimes,Левобережный,САО,,2011
0,murders,Левобережный,САО,,2015
0,murders,Левобережный,САО,,2014
0,murders,Левобережный,САО,3.0,2013
0,murders,Левобережный,САО,0.0,2012
0,murders,Левобережный,САО,,2011
0,healthdamage,Левобережный,САО,,2015
0,healthdamage,Левобережный,САО,,2014
0,healthdamage,Левобережный,САО,5.0,2013
0,healthdamage,Левобережный,САО,9.0,2012
0,healthdamage,Левобережный,САО,,2011
0,robbing,Левобережный,САО,70.0,2015
0,robbing,Левобережный,САО,65.0,2014
0,robbing,Левобережный,САО,69.0,2013
0,robbing,Левобережный,САО,102.0,2012
0,robbing,Левобережный,САО,,2011
0,banditry,Левобережный,САО,10.0,2015
0,banditry,Левобережный,САО,13.0,2014
0,banditry,Левобережный,САО,11.0,2013
0,banditry,Левобережный,САО,16.0,2012
0,banditry,Левобережный,САО,,2011
0,thefts,Левобережный,САО,862.0,2015
0,thefts,Левобережный,САО,791.0,2014
0,thefts,Левобережный,САО,654.0,2013
0,thefts,Левобережный,САО,748.0,2012
0,thefts,Левобережный,САО,,2011
0,burglary,Левобережный,САО,16.0,2015
0,burglary,Левобережный,САО,25.0,2014
0,burglary,Левобережный,САО,17.0,2013
0,burglary,Левобережный,САО,33.0,2012
0,burglary,Левобережный,САО,,2011
0,carthefts,Левобережный,САО,53.0,2015
0,carthefts,Левобережный,САО,58.0,2014
0,carthefts,Левобережный,САО,79.0,2013
0,carthefts,Левобережный,САО,69.0,2012
0,carthefts,Левобережный,САО,,2011
0,fraud,Левобережный,САО,183.0,2015
0,fraud,Левобережный,САО,169.0,2014
0,fraud,Левобережный,САО,,2013
0,fraud,Левобережный,САО,,2012
0,fraud,Левобережный,САО,,2011
0,hijacking,Левобережный,САО,,2015
0,hijacking,Левобережный,САО,,2014
0,hijacking,Левобережный,САО,,2013
0,hijacking,Левобережный,САО,,2012
0,hijacking,Левобережный,САО,,2011
0,drugs,Левобережный,САО,,2015
0,drugs,Левобережный,САО,109.0,2014
0,drugs,Левобережный,САО,56.0,2013
0,drugs,Левобережный,САО,53.0,2012
0,drugs,Левобережный,САО,,2011
0,publicplaces,Левобережный,САО,,2015
0,publicplaces,Левобережный,САО,,2014
0,publicplaces,Левобережный,САО,478.0,2013
0,publicplaces,Левобережный,САО,598.0,2012
0,publicplaces,Левобережный,САО,,2011
0,street,Левобережный,САО,,2015
0,street,Левобережный,САО,,2014
0,street,Левобережный,САО,401.0,2013
0,street,Левобережный,САО,499.0,2012
0,street,Левобережный,САО,,2011
0,population,Молжаниновский,САО,5823.0,2015
0,population,Молжаниновский,САО,5206.0,2014
0,population,Молжаниновский,САО,3794.0,2013
0,population,Молжаниновский,САО,3607.0,2012
0,population,Молжаниновский,САО,3586.0,2011
0,crimebook,Молжаниновский,САО,2518.0,2015
0,crimebook,Молжаниновский,САО,1786.0,2014
0,crimebook,Молжаниновский,САО,,2013
0,crimebook,Молжаниновский,САО,1223.0,2012
0,crimebook,Молжаниновский,САО,1295.0,2011
0,crimes,Молжаниновский,САО,219.0,2015
0,crimes,Молжаниновский,САО,214.0,2014
0,crimes,Молжаниновский,САО,188.0,2013
0,crimes,Молжаниновский,САО,144.0,2012
0,crimes,Молжаниновский,САО,154.0,2011
0,economiccrimes,Молжаниновский,САО,,2015
0,economiccrimes,Молжаниновский,САО,,2014
0,economiccrimes,Молжаниновский,САО,,2013
0,economiccrimes,Молжаниновский,САО,0.0,2012
0,economiccrimes,Молжаниновский,САО,,2011
0,gravecrimes,Молжаниновский,САО,39.0,2015
0,gravecrimes,Молжаниновский,САО,54.0,2014
0,gravecrimes,Молжаниновский,САО,27.0,2013
0,gravecrimes,Молжаниновский,САО,24.0,2012
0,gravecrimes,Молжаниновский,САО,38.0,2011
0,murders,Молжаниновский,САО,,2015
0,murders,Молжаниновский,САО,1.0,2014
0,murders,Молжаниновский,САО,1.0,2013
0,murders,Молжаниновский,САО,2.0,2012
0,murders,Молжаниновский,САО,2.0,2011
0,healthdamage,Молжаниновский,САО,,2015
0,healthdamage,Молжаниновский,САО,,2014
0,healthdamage,Молжаниновский,САО,1.0,2013
0,healthdamage,Молжаниновский,САО,1.0,2012
0,healthdamage,Молжаниновский,САО,2.0,2011
0,robbing,Молжаниновский,САО,6.0,2015
0,robbing,Молжаниновский,САО,6.0,2014
0,robbing,Молжаниновский,САО,8.0,2013
0,robbing,Молжаниновский,САО,10.0,2012
0,robbing,Молжаниновский,САО,4.0,2011
0,banditry,Молжаниновский,САО,,2015
0,banditry,Молжаниновский,САО,2.0,2014
0,banditry,Молжаниновский,САО,0.0,2013
0,banditry,Молжаниновский,САО,1.0,2012
0,banditry,Молжаниновский,САО,4.0,2011
0,thefts,Молжаниновский,САО,61.0,2015
0,thefts,Молжаниновский,САО,72.0,2014
0,thefts,Молжаниновский,САО,39.0,2013
0,thefts,Молжаниновский,САО,31.0,2012
0,thefts,Молжаниновский,САО,52.0,2011
0,burglary,Молжаниновский,САО,,2015
0,burglary,Молжаниновский,САО,12.0,2014
0,burglary,Молжаниновский,САО,5.0,2013
0,burglary,Молжаниновский,САО,4.0,2012
0,burglary,Молжаниновский,САО,11.0,2011
0,carthefts,Молжаниновский,САО,10.0,2015
0,carthefts,Молжаниновский,САО,7.0,2014
0,carthefts,Молжаниновский,САО,3.0,2013
0,carthefts,Молжаниновский,САО,5.0,2012
0,carthefts,Молжаниновский,САО,3.0,2011
0,fraud,Молжаниновский,САО,10.0,2015
0,fraud,Молжаниновский,САО,6.0,2014
0,fraud,Молжаниновский,САО,1.0,2013
0,fraud,Молжаниновский,САО,5.0,2012
0,fraud,Молжаниновский,САО,,2011
0,hijacking,Молжаниновский,САО,,2015
0,hijacking,Молжаниновский,САО,2.0,2014
0,hijacking,Молжаниновский,САО,1.0,2013
0,hijacking,Молжаниновский,САО,,2012
0,hijacking,Молжаниновский,САО,,2011
0,drugs,Молжаниновский,САО,,2015
0,drugs,Молжаниновский,САО,20.0,2014
0,drugs,Молжаниновский,САО,6.0,2013
0,drugs,Молжаниновский,САО,5.0,2012
0,drugs,Молжаниновский,САО,12.0,2011
0,publicplaces,Молжаниновский,САО,150.0,2015
0,publicplaces,Молжаниновский,САО,82.0,2014
0,publicplaces,Молжаниновский,САО,56.0,2013
0,publicplaces,Молжаниновский,САО,47.0,2012
0,publicplaces,Молжаниновский,САО,52.0,2011
0,street,Молжаниновский,САО,72.0,2015
0,street,Молжаниновский,САО,70.0,2014
0,street,Молжаниновский,САО,52.0,2013
0,street,Молжаниновский,САО,45.0,2012
0,street,Молжаниновский,САО,50.0,2011
0,population,Савеловский,САО,59327.0,2015
0,population,Савеловский,САО,59004.0,2014
0,population,Савеловский,САО,58949.0,2013
0,population,Савеловский,САО,58714.0,2012
0,population,Савеловский,САО,58623.0,2011
0,crimebook,Савеловский,САО,,2015
0,crimebook,Савеловский,САО,,2014
0,crimebook,Савеловский,САО,,2013
0,crimebook,Савеловский,САО,,2012
0,crimebook,Савеловский,САО,,2011
0,crimes,Савеловский,САО,1148.0,2015
0,crimes,Савеловский,САО,997.0,2014
0,crimes,Савеловский,САО,972.0,2013
0,crimes,Савеловский,САО,1251.0,2012
0,crimes,Савеловский,САО,932.0,2011
0,economiccrimes,Савеловский,САО,43.0,2015
0,economiccrimes,Савеловский,САО,25.0,2014
0,economiccrimes,Савеловский,САО,68.0,2013
0,economiccrimes,Савеловский,САО,272.0,2012
0,economiccrimes,Савеловский,САО,,2011
0,gravecrimes,Савеловский,САО,253.0,2015
0,gravecrimes,Савеловский,САО,280.0,2014
0,gravecrimes,Савеловский,САО,215.0,2013
0,gravecrimes,Савеловский,САО,274.0,2012
0,gravecrimes,Савеловский,САО,266.0,2011
0,murders,Савеловский,САО,3.0,2015
0,murders,Савеловский,САО,3.0,2014
0,murders,Савеловский,САО,1.0,2013
0,murders,Савеловский,САО,3.0,2012
0,murders,Савеловский,САО,,2011
0,healthdamage,Савеловский,САО,0.0,2015
0,healthdamage,Савеловский,САО,3.0,2014
0,healthdamage,Савеловский,САО,0.0,2013
0,healthdamage,Савеловский,САО,3.0,2012
0,healthdamage,Савеловский,САО,1.0,2011
0,robbing,Савеловский,САО,44.0,2015
0,robbing,Савеловский,САО,53.0,2014
0,robbing,Савеловский,САО,67.0,2013
0,robbing,Савеловский,САО,62.0,2012
0,robbing,Савеловский,САО,49.0,2011
0,banditry,Савеловский,САО,13.0,2015
0,banditry,Савеловский,САО,13.0,2014
0,banditry,Савеловский,САО,10.0,2013
0,banditry,Савеловский,САО,19.0,2012
0,banditry,Савеловский,САО,13.0,2011
0,thefts,Савеловский,САО,698.0,2015
0,thefts,Савеловский,САО,553.0,2014
0,thefts,Савеловский,САО,540.0,2013
0,thefts,Савеловский,САО,609.0,2012
0,thefts,Савеловский,САО,595.0,2011
0,burglary,Савеловский,САО,40.0,2015
0,burglary,Савеловский,САО,25.0,2014
0,burglary,Савеловский,САО,41.0,2013
0,burglary,Савеловский,САО,53.0,2012
0,burglary,Савеловский,САО,41.0,2011
0,carthefts,Савеловский,САО,60.0,2015
0,carthefts,Савеловский,САО,51.0,2014
0,carthefts,Савеловский,САО,60.0,2013
0,carthefts,Савеловский,САО,60.0,2012
0,carthefts,Савеловский,САО,64.0,2011
0,fraud,Савеловский,САО,126.0,2015
0,fraud,Савеловский,САО,113.0,2014
0,fraud,Савеловский,САО,71.0,2013
0,fraud,Савеловский,САО,82.0,2012
0,fraud,Савеловский,САО,38.0,2011
0,hijacking,Савеловский,САО,2.0,2015
0,hijacking,Савеловский,САО,7.0,2014
0,hijacking,Савеловский,САО,10.0,2013
0,hijacking,Савеловский,САО,19.0,2012
0,hijacking,Савеловский,САО,20.0,2011
0,drugs,Савеловский,САО,45.0,2015
0,drugs,Савеловский,САО,125.0,2014
0,drugs,Савеловский,САО,87.0,2013
0,drugs,Савеловский,САО,,2012
0,drugs,Савеловский,САО,,2011
0,publicplaces,Савеловский,САО,736.0,2015
0,publicplaces,Савеловский,САО,606.0,2014
0,publicplaces,Савеловский,САО,,2013
0,publicplaces,Савеловский,САО,618.0,2012
0,publicplaces,Савеловский,САО,432.0,2011
0,street,Савеловский,САО,436.0,2015
0,street,Савеловский,САО,424.0,2014
0,street,Савеловский,САО,,2013
0,street,Савеловский,САО,514.0,2012
0,street,Савеловский,САО,384.0,2011
0,population,Сокол,САО,59112.0,2015
0,population,Сокол,САО,59057.0,2014
0,population,Сокол,САО,58974.0,2013
0,population,Сокол,САО,58309.0,2012
0,population,Сокол,САО,57792.0,2011
0,crimebook,Сокол,САО,,2015
0,crimebook,Сокол,САО,12247.0,2014
0,crimebook,Сокол,САО,12428.0,2013
0,crimebook,Сокол,САО,11575.0,2012
0,crimebook,Сокол,САО,,2011
0,crimes,Сокол,САО,856.0,2015
0,crimes,Сокол,САО,925.0,2014
0,crimes,Сокол,САО,1311.0,2013
0,crimes,Сокол,САО,1272.0,2012
0,crimes,Сокол,САО,1093.0,2011
0,economiccrimes,Сокол,САО,18.0,2015
0,economiccrimes,Сокол,САО,19.0,2014
0,economiccrimes,Сокол,САО,,2013
0,economiccrimes,Сокол,САО,177.0,2012
0,economiccrimes,Сокол,САО,71.0,2011
0,gravecrimes,Сокол,САО,201.0,2015
0,gravecrimes,Сокол,САО,229.0,2014
0,gravecrimes,Сокол,САО,315.0,2013
0,gravecrimes,Сокол,САО,398.0,2012
0,gravecrimes,Сокол,САО,301.0,2011
0,murders,Сокол,САО,,2015
0,murders,Сокол,САО,2.0,2014
0,murders,Сокол,САО,1.0,2013
0,murders,Сокол,САО,1.0,2012
0,murders,Сокол,САО,0.0,2011
0,healthdamage,Сокол,САО,,2015
0,healthdamage,Сокол,САО,,2014
0,healthdamage,Сокол,САО,3.0,2013
0,healthdamage,Сокол,САО,4.0,2012
0,healthdamage,Сокол,САО,4.0,2011
0,robbing,Сокол,САО,21.0,2015
0,robbing,Сокол,САО,21.0,2014
0,robbing,Сокол,САО,39.0,2013
0,robbing,Сокол,САО,58.0,2012
0,robbing,Сокол,САО,53.0,2011
0,banditry,Сокол,САО,5.0,2015
0,banditry,Сокол,САО,7.0,2014
0,banditry,Сокол,САО,6.0,2013
0,banditry,Сокол,САО,10.0,2012
0,banditry,Сокол,САО,7.0,2011
